trade_id,exchange,coin,trader_id,amount_usd,event_time
TRD000683,OKX,DOGE,TRADER0090,213843.49,2026-08-01T12:38:46
TRD000684,BYBIT,XRP,TRADER0041,1936.3,2026-08-01T09:31:31
TRD000685,KRAKEN,XRP,TRADER0293,,2026-08-01T09:28:28
TRD000686,KRAKEN,ETH,TRADER0161,216542.54,2026-08-01T13:30:37
TRD000687,BYBIT,SOL,TRADER0228,475507.93,2026-08-01T11:46:05
TRD000688,COINBASE,ETH,TRADER0012,193850.88,2026-08-01T08:43:43
TRD000689,COINBASE,ETH,TRADER0204,125516.96,2026-08-01T12:59:31
TRD000690,BINANCE,BTC,TRADER0204,2643.71,2026-08-01T10:23:20
TRD000691,OKX,ETH,TRADER0044,454188.53,2026-08-01T10:05:15
TRD000692,COINBASE,SOL,TRADER0227,3151.08,2026-08-01T08:15:36
TRD000693,BINANCE,SOL,TRADER0167,286877.39,2026-08-01T12:59:34
TRD000694,BYBIT,ETH,TRADER0277,339033.68,2026-08-01T12:45:52
TRD000695,OKX,SOL,TRADER0178,2434.18,2026-08-01T12:01:18
TRD000696,KRAKEN,SOL,TRADER0212,1336.04,2026-08-01T12:45:48
TRD000697,COINBASE,SOL,TRADER0147,103326.84,2026-08-01T12:20:32
TRD000698,KRAKEN,BTC,TRADER0221,3999.93,2026-08-01T12:59:23
TRD000699,KRAKEN,ETH,TRADER0211,4416.7,2026-08-01T09:29:10
TRD000700,BYBIT,XRP,TRADER0113,1351.75,2026-08-01T12:42:08
TRD000701,OKX,SOL,TRADER0146,312777.71,2026-08-01T11:45:30
TRD000702,COINBASE,BTC,TRADER0094,144142.54,2026-08-01T13:37:21
TRD000703,BYBIT,SOL,TRADER0252,979.56,2026-08-01T12:52:09
TRD000704,BINANCE,ETH,TRADER0053,150015.68,2026-08-01T08:04:28
TRD000705,COINBASE,BTC,TRADER0078,186875.23,2026-08-01T10:50:09
TRD000706,BYBIT,SOL,TRADER0238,3499.83,2026-08-01T09:19:47
TRD000707,BINANCE,SOL,TRADER0201,403.35,2026-08-01T10:16:34
TRD000708,BYBIT,BTC,TRADER0063,385873.01,2026-08-01T12:01:54
TRD000709,COINBASE,BTC,TRADER0102,2331.13,2026-08-01T12:18:13
TRD000710,BYBIT,SOL,TRADER0166,835.13,2026-08-01T10:18:20
TRD000711,BYBIT,SOL,TRADER0102,1834.11,2026-08-01T09:01:40
TRD000712,COINBASE,XRP,TRADER0167,124.59,2026-08-01T11:36:09
TRD000713,COINBASE,BTC,TRADER0022,2926.33,2026-08-01T11:22:49
TRD000714,BINANCE,ETH,TRADER0081,374377.86,2026-08-01T13:41:24
TRD000715,BINANCE,BTC,TRADER0183,3240.65,2026-08-01T09:08:43
TRD000716,BYBIT,ETH,TRADER0163,415424.73,2026-08-01T11:59:35
TRD000717,COINBASE,BTC,TRADER0194,1822.93,2026-08-01T12:25:02
TRD000718,BYBIT,DOGE,TRADER0151,2736.53,2026-08-01T12:56:53
TRD000719,KRAKEN,SOL,TRADER0240,1412.86,2026-08-01T08:37:36
TRD000720,OKX,ETH,TRADER0231,205339.71,2026-08-01T12:07:59
TRD000721,BINANCE,DOGE,TRADER0195,453172.95,2026-08-01T13:38:42
TRD000722,COINBASE,SOL,TRADER0033,315582.61,2026-08-01T09:43:41
TRD000723,OKX,XRP,TRADER0283,213251.63,2026-08-01T13:50:01
TRD000724,KRAKEN,BTC,TRADER0050,2639.84,2026-08-01T09:37:33
TRD000725,BINANCE,ETH,TRADER0055,139501.43,2026-08-01T13:59:18
TRD000726,BYBIT,DOGE,TRADER0132,292.97,2026-08-01T08:07:08
TRD000727,COINBASE,XRP,TRADER0041,355566.69,2026-08-01T13:04:45
TRD000728,BYBIT,SOL,TRADER0030,4127.03,2026-08-01T08:38:26
TRD000729,KRAKEN,BTC,TRADER0111,4804.9,2026-08-01T12:50:21
TRD000730,BYBIT,ETH,TRADER0099,2654.65,2026-08-01T13:04:58
TRD000731,OKX,XRP,TRADER0055,330625.46,2026-08-01T11:53:14
TRD000732,BINANCE,ETH,TRADER0093,2772.33,2026-08-01T12:51:34
TRD000733,OKX,XRP,TRADER0181,320032.54,2026-08-01T11:23:00
TRD000734,BYBIT,XRP,TRADER0166,3061.65,2026-08-01T11:24:50
TRD000735,OKX,SOL,TRADER0185,278999.92,2026-08-01T08:00:06
TRD000736,BINANCE,SOL,TRADER0009,497364.8,2026-08-01T08:03:35
TRD000737,KRAKEN,ETH,TRADER0110,108680.55,2026-08-01T13:02:22
TRD000738,OKX,DOGE,TRADER0293,4633.32,2026-08-01T12:11:25
TRD000739,KRAKEN,ETH,TRADER0071,1361.69,2026-08-01T10:07:14
TRD000740,KRAKEN,SOL,TRADER0048,2873.91,2026-08-01T08:42:09
TRD000741,KRAKEN,XRP,TRADER0089,2466.97,2026-08-01T13:25:04
TRD000742,KRAKEN,BTC,TRADER0296,412048.76,2026-08-01T11:10:00
TRD000743,BYBIT,XRP,TRADER0062,4355.44,2026-08-01T13:46:11
TRD000744,BYBIT,BTC,TRADER0157,2645.7,2026-08-01T10:58:29
TRD000745,OKX,ETH,TRADER0079,392631.43,2026-08-01T12:03:21
TRD000746,OKX,DOGE,TRADER0259,272774.27,2026-08-01T09:20:50
TRD000747,COINBASE,SOL,TRADER0043,398126.02,2026-08-01T10:23:23
TRD000748,BINANCE,XRP,TRADER0257,2200.73,2026-08-01T12:22:38
TRD000749,OKX,ETH,TRADER0250,2006.83,2026-08-01T10:12:20
TRD000750,BINANCE,SOL,TRADER0221,1650.89,2026-08-01T09:01:27
TRD000751,BYBIT,XRP,TRADER0188,1774.12,2026-08-01T10:46:28
TRD000752,COINBASE,SOL,TRADER0227,3134.75,2026-08-01T09:49:03
TRD000753,KRAKEN,ETH,TRADER0044,606.24,2026-08-01T10:37:06
TRD000754,BINANCE,SOL,TRADER0057,288476.12,2026-08-01T09:54:08
TRD000755,OKX,ETH,TRADER0105,400142.06,2026-08-01T13:40:15
TRD000756,COINBASE,BTC,TRADER0193,2935.87,2026-08-01T10:19:30
TRD000757,COINBASE,BTC,TRADER0146,378610.68,2026-08-01T08:28:59
TRD000758,BYBIT,BTC,TRADER0035,208524.15,2026-08-01T08:58:55
TRD000759,BINANCE,SOL,TRADER0198,1194.28,2026-08-01T10:52:16
TRD000760,BYBIT,DOGE,TRADER0273,179550.08,2026-08-01T13:06:12
TRD000761,BINANCE,BTC,TRADER0127,221971.01,2026-08-01T11:34:50
TRD000762,COINBASE,BTC,TRADER0178,242151.25,2026-08-01T10:08:59
TRD000763,OKX,SOL,TRADER0032,3147.67,2026-08-01T13:03:04
TRD000764,KRAKEN,ETH,TRADER0078,1741.84,2026-08-01T08:47:56
TRD000765,BYBIT,DOGE,TRADER0117,329159.42,2026-08-01T10:50:36
TRD000766,OKX,SOL,TRADER0230,2734.06,2026-08-01T13:17:19
TRD000767,OKX,ETH,TRADER0071,1579.54,2026-08-01T11:54:52
TRD000768,COINBASE,DOGE,TRADER0081,1621.61,2026-08-01T09:40:33
TRD000769,KRAKEN,ETH,TRADER0016,452052.76,2026-08-01T11:44:35
TRD000770,KRAKEN,XRP,TRADER0141,802.19,2026-08-01T09:40:53
TRD000771,BINANCE,DOGE,TRADER0137,3047.74,2026-08-01T10:06:06
TRD000772,BINANCE,SOL,TRADER0041,290640.89,2026-08-01T13:54:45
TRD000773,KRAKEN,ETH,TRADER0199,2482.66,2026-08-01T10:03:34
TRD000774,BINANCE,XRP,TRADER0008,4630.9,2026-08-01T09:50:46
TRD000775,COINBASE,BTC,TRADER0091,494251.06,2026-08-01T10:57:26
TRD000776,BYBIT,ETH,TRADER0219,116730.51,2026-08-01T10:50:53
TRD000777,BYBIT,DOGE,TRADER0293,2989.34,2026-08-01T12:44:20
TRD000778,BINANCE,XRP,TRADER0234,4143.7,2026-08-01T12:43:16
TRD000779,OKX,XRP,TRADER0021,2810.62,2026-08-01T09:43:41
TRD000780,KRAKEN,XRP,TRADER0204,409470.81,2026-08-01T12:11:57
TRD000781,COINBASE,XRP,TRADER0151,3085.01,2026-08-01T12:13:10
TRD000782,BYBIT,BTC,TRADER0257,610.2,2026-08-01T11:34:40
TRD000783,BYBIT,SOL,TRADER0231,173.31,2026-08-01T12:08:19
TRD000784,BINANCE,SOL,TRADER0166,3474.0,2026-08-01T09:07:28
TRD000785,BINANCE,BTC,TRADER0231,134122.62,2026-08-01T12:39:26
TRD000786,OKX,ETH,TRADER0194,2774.21,2026-08-01T11:03:03
TRD000787,OKX,ETH,TRADER0084,4350.65,2026-08-01T11:49:08
TRD000788,KRAKEN,SOL,TRADER0229,1479.46,2026-08-01T09:50:47
TRD000789,BINANCE,DOGE,TRADER0130,299051.04,2026-08-01T12:56:49
TRD000790,BINANCE,DOGE,TRADER0253,335544.93,2026-08-01T12:07:48
TRD000791,BYBIT,XRP,TRADER0041,102629.21,2026-08-01T13:38:28
TRD000792,OKX,ETH,TRADER0026,122025.58,2026-08-01T08:20:03
TRD000793,COINBASE,BTC,TRADER0296,4198.17,2026-08-01T08:26:46
TRD000794,BINANCE,XRP,TRADER0092,848.61,2026-08-01T12:08:40
TRD000795,OKX,SOL,TRADER0019,219717.79,2026-08-01T11:26:57
TRD000796,BINANCE,XRP,TRADER0282,371.38,2026-08-01T10:29:52
TRD000797,KRAKEN,DOGE,TRADER0212,2647.0,2026-08-01T08:59:41
TRD000798,OKX,DOGE,TRADER0045,375461.71,2026-08-01T11:53:13
TRD000799,OKX,SOL,TRADER0133,498009.73,2026-08-01T09:10:50
TRD000800,OKX,DOGE,TRADER0255,352743.04,2026-08-01T09:38:15
TRD000801,OKX,ETH,TRADER0149,4897.33,2026-08-01T12:13:53
TRD000802,BINANCE,ETH,TRADER0213,2099.5,2026-08-01T08:06:10
TRD000803,COINBASE,SOL,TRADER0131,223109.02,2026-08-01T08:03:20
TRD000804,BINANCE,SOL,TRADER0175,2010.44,2026-08-01T09:35:55
TRD000805,COINBASE,SOL,TRADER0174,291643.31,2026-08-01T08:19:25
TRD000806,COINBASE,XRP,TRADER0080,456823.33,2026-08-01T12:12:34
TRD000807,BYBIT,BTC,TRADER0267,389985.66,2026-08-01T13:03:12
TRD000808,OKX,BTC,TRADER0107,232687.72,2026-08-01T08:36:09
TRD000809,COINBASE,SOL,TRADER0016,1728.8,2026-08-01T13:11:49
TRD000810,OKX,XRP,TRADER0096,445837.48,2026-08-01T10:51:45
TRD000811,BINANCE,SOL,TRADER0212,450819.49,2026-08-01T12:06:48
TRD000812,KRAKEN,ETH,TRADER0269,1546.48,2026-08-01T09:50:22
TRD000813,BINANCE,XRP,TRADER0260,173.43,2026-08-01T09:43:52
TRD000814,KRAKEN,XRP,TRADER0269,1586.28,2026-08-01T12:41:53
TRD000815,COINBASE,ETH,TRADER0019,2323.87,2026-08-01T08:02:14
TRD000816,KRAKEN,BTC,TRADER0045,1699.78,2026-08-01T12:44:18
TRD000817,KRAKEN,BTC,TRADER0296,3804.54,2026-08-01T10:55:14
TRD000818,COINBASE,ETH,TRADER0147,227659.92,2026-08-01T09:04:15
TRD000819,KRAKEN,ETH,TRADER0081,1404.5,2026-08-01T09:52:49
TRD000820,OKX,SOL,TRADER0282,156622.73,2026-08-01T13:13:31
TRD000821,COINBASE,ETH,TRADER0037,456897.24,2026-08-01T08:27:42
TRD000822,COINBASE,BTC,TRADER0242,,2026-08-01T08:29:22
TRD000823,BINANCE,XRP,TRADER0201,338448.55,2026-08-01T13:36:35
TRD000824,KRAKEN,SOL,TRADER0171,4096.34,2026-08-01T12:14:19
TRD000825,OKX,ETH,TRADER0048,467875.62,2026-08-01T08:53:07
TRD000826,BYBIT,SOL,TRADER0239,2379.2,2026-08-01T13:36:55
TRD000827,KRAKEN,SOL,TRADER0201,466905.77,2026-08-01T10:57:21
TRD000828,BYBIT,XRP,TRADER0016,145154.82,2026-08-01T12:11:53
TRD000829,COINBASE,SOL,TRADER0179,3041.98,2026-08-01T11:41:33
TRD000830,BINANCE,SOL,TRADER0285,416972.38,2026-08-01T11:38:53
TRD000831,OKX,XRP,TRADER0123,319179.61,2026-08-01T11:29:36
TRD000832,BINANCE,SOL,TRADER0107,336388.08,2026-08-01T13:09:46
TRD000833,KRAKEN,DOGE,TRADER0121,367842.08,2026-08-01T09:02:26
TRD000834,OKX,DOGE,TRADER0238,139061.56,2026-08-01T09:36:12
TRD000835,KRAKEN,XRP,TRADER0036,374203.47,2026-08-01T10:58:48
TRD000836,BYBIT,BTC,TRADER0047,1127.18,2026-08-01T09:20:07
TRD000837,COINBASE,XRP,TRADER0273,346228.87,2026-08-01T09:46:51
TRD000838,COINBASE,SOL,TRADER0154,465281.71,2026-08-01T11:57:25
TRD000839,KRAKEN,BTC,TRADER0299,494568.66,2026-08-01T09:09:39
TRD000840,KRAKEN,BTC,TRADER0190,4510.32,2026-08-01T13:05:51
TRD000841,KRAKEN,BTC,TRADER0145,194096.47,2026-08-01T13:41:27
TRD000842,KRAKEN,XRP,TRADER0208,1938.75,2026-08-01T12:19:20
TRD000843,COINBASE,ETH,TRADER0285,469792.82,2026-08-01T09:24:15
TRD000844,,ETH,TRADER0069,107.43,2026-08-01T12:25:48
TRD000845,BYBIT,ETH,TRADER0044,422376.65,2026-08-01T13:30:05
TRD000846,BYBIT,DOGE,TRADER0093,269649.87,2026-08-01T11:30:06
TRD000847,KRAKEN,ETH,TRADER0096,102972.0,2026-08-01T10:09:17
TRD000848,OKX,SOL,TRADER0211,4636.49,2026-08-01T08:20:40
TRD000849,OKX,XRP,TRADER0189,610.16,2026-08-01T09:17:35
TRD000850,OKX,SOL,TRADER0239,2608.9,2026-08-01T10:13:55
TRD000851,BYBIT,BTC,TRADER0277,4000.59,2026-08-01T11:07:37
TRD000852,OKX,BTC,TRADER0241,462422.03,2026-08-01T11:49:55
TRD000853,KRAKEN,SOL,TRADER0149,378020.47,2026-08-01T13:07:51
TRD000854,KRAKEN,BTC,TRADER0243,329144.0,2026-08-01T13:40:57
TRD000855,BINANCE,SOL,TRADER0249,302238.44,2026-08-01T10:17:39
TRD000856,COINBASE,DOGE,TRADER0144,1412.32,2026-08-01T13:29:46
TRD000857,COINBASE,DOGE,TRADER0078,3312.82,2026-08-01T10:22:40
TRD000858,COINBASE,XRP,TRADER0093,444805.77,2026-08-01T08:46:05
TRD000859,COINBASE,DOGE,TRADER0079,401104.52,2026-08-01T11:29:15
TRD000860,COINBASE,XRP,TRADER0086,393744.44,2026-08-01T08:29:40
TRD000861,KRAKEN,BTC,TRADER0027,259497.92,2026-08-01T12:20:06
TRD000862,OKX,ETH,TRADER0195,256028.19,2026-08-01T09:19:16
TRD000863,OKX,XRP,TRADER0007,418923.62,2026-08-01T10:52:24
TRD000864,OKX,BTC,TRADER0050,354969.66,2026-08-01T13:33:24
TRD000865,KRAKEN,SOL,TRADER0139,139310.72,2026-08-01T12:11:49
TRD000866,COINBASE,DOGE,TRADER0100,2623.76,2026-08-01T10:51:05
TRD000867,OKX,BTC,TRADER0005,4166.86,2026-08-01T12:46:51
TRD000868,BINANCE,XRP,TRADER0180,1136.11,2026-08-01T08:18:35
TRD000869,BINANCE,DOGE,TRADER0048,331.57,2026-08-01T13:27:20
TRD000870,BINANCE,BTC,TRADER0045,4289.38,2026-08-01T09:00:32
TRD000871,COINBASE,SOL,TRADER0151,474472.82,2026-08-01T10:30:56
TRD000872,BYBIT,SOL,TRADER0132,851.73,2026-08-01T11:29:03
TRD000873,BYBIT,SOL,TRADER0031,1328.28,2026-08-01T12:00:36
TRD000874,BINANCE,XRP,TRADER0103,171376.87,2026-08-01T08:59:13
TRD000875,COINBASE,DOGE,TRADER0221,357335.27,2026-08-01T10:21:26
TRD000876,BINANCE,BTC,TRADER0038,391018.06,2026-08-01T08:10:14
TRD000877,BYBIT,ETH,TRADER0001,365842.33,2026-08-01T09:22:47
TRD000878,KRAKEN,XRP,TRADER0295,383042.26,2026-08-01T12:21:07
TRD000879,BYBIT,XRP,TRADER0036,101322.94,2026-08-01T09:06:11
TRD000880,OKX,DOGE,TRADER0184,1700.53,2026-08-01T13:45:18
TRD000881,BINANCE,SOL,TRADER0274,236025.12,2026-08-01T10:38:21
TRD000882,COINBASE,ETH,TRADER0284,244.69,2026-08-01T10:43:13
TRD000883,BYBIT,BTC,TRADER0184,454085.66,2026-08-01T09:43:28
TRD000884,COINBASE,BTC,TRADER0099,175.55,2026-08-01T12:27:11
TRD000885,BYBIT,BTC,TRADER0277,299873.66,2026-08-01T08:08:57
TRD000886,BINANCE,SOL,TRADER0029,388404.8,2026-08-01T09:04:32
TRD000887,COINBASE,DOGE,TRADER0235,4703.44,2026-08-01T13:16:24
TRD000888,COINBASE,BTC,TRADER0019,3690.53,2026-08-01T12:17:20
TRD000889,OKX,BTC,TRADER0125,3521.42,2026-08-01T13:45:31
TRD000890,BINANCE,SOL,TRADER0050,2308.11,2026-08-01T08:58:04
TRD000891,BINANCE,XRP,TRADER0113,181056.46,2026-08-01T11:39:33
TRD000892,KRAKEN,BTC,TRADER0295,2752.13,2026-08-01T08:24:53
TRD000893,OKX,ETH,TRADER0172,209557.34,2026-08-01T09:31:46
TRD000894,KRAKEN,DOGE,TRADER0085,2221.37,2026-08-01T09:12:50
TRD000895,BINANCE,DOGE,TRADER0193,106252.13,2026-08-01T08:44:05
TRD000896,BINANCE,BTC,TRADER0092,382696.5,2026-08-01T11:47:18
TRD000897,BYBIT,ETH,TRADER0106,208379.9,2026-08-01T11:45:01
TRD000898,COINBASE,ETH,TRADER0020,3001.55,2026-08-01T13:42:31
TRD000899,KRAKEN,SOL,TRADER0215,72.62,2026-08-01T12:49:33
TRD000900,BINANCE,DOGE,TRADER0186,4320.52,2026-08-01T12:13:31
TRD000901,COINBASE,SOL,TRADER0028,418645.19,2026-08-01T12:31:42
TRD000902,COINBASE,ETH,TRADER0023,317.44,2026-08-01T11:57:23
TRD000903,KRAKEN,SOL,TRADER0233,264.42,2026-08-01T09:26:18
TRD000904,BINANCE,XRP,TRADER0264,458031.67,2026-08-01T13:23:41
TRD000905,OKX,SOL,TRADER0215,370741.02,2026-08-01T10:05:38
TRD000906,BINANCE,SOL,TRADER0117,535.42,2026-08-01T11:25:05
TRD000907,COINBASE,BTC,TRADER0242,121735.74,2026-08-01T09:19:09
TRD000908,COINBASE,DOGE,TRADER0233,249394.03,2026-08-01T09:46:02
TRD000909,KRAKEN,SOL,TRADER0104,1712.66,2026-08-01T10:33:14
TRD000910,COINBASE,BTC,TRADER0239,168480.53,2026-08-01T10:00:04
TRD000911,KRAKEN,DOGE,TRADER0081,3958.26,2026-08-01T13:15:43
TRD000912,OKX,ETH,TRADER0045,2087.9,2026-08-01T13:23:04
TRD000913,BYBIT,XRP,TRADER0143,121.79,2026-08-01T10:15:20
TRD000914,KRAKEN,XRP,TRADER0297,1150.91,2026-08-01T13:13:19
TRD000915,BINANCE,XRP,TRADER0023,248.29,2026-08-01T11:52:29
TRD000916,OKX,XRP,TRADER0246,4058.1,2026-08-01T12:07:05
TRD000917,BYBIT,ETH,TRADER0043,104969.2,2026-08-01T09:59:03
TRD000918,COINBASE,SOL,TRADER0152,1233.36,2026-08-01T12:22:01
TRD000919,KRAKEN,ETH,TRADER0236,4296.71,2026-08-01T12:08:24
TRD000920,BYBIT,ETH,TRADER0208,448620.72,2026-08-01T13:45:55
TRD000921,BINANCE,BTC,TRADER0198,4472.5,2026-08-01T10:41:58
TRD000922,BYBIT,SOL,TRADER0278,2897.39,2026-08-01T13:38:51
TRD000923,KRAKEN,BTC,TRADER0264,4729.35,2026-08-01T09:00:36
TRD000924,BYBIT,SOL,TRADER0239,3114.71,2026-08-01T13:53:59
TRD000925,OKX,BTC,TRADER0288,181885.04,2026-08-01T10:10:19
TRD000926,OKX,BTC,TRADER0245,3700.03,2026-08-01T10:03:07
TRD000927,KRAKEN,SOL,TRADER0137,2542.65,2026-08-01T08:34:36
TRD000928,KRAKEN,SOL,TRADER0232,2456.82,2026-08-01T12:16:46
TRD000929,OKX,DOGE,TRADER0150,2287.29,2026-08-01T09:42:51
TRD000930,BYBIT,BTC,TRADER0042,1983.88,2026-08-01T08:59:43
TRD000931,COINBASE,SOL,TRADER0058,3500.56,2026-08-01T12:44:21
TRD000932,BINANCE,SOL,TRADER0214,4849.39,2026-08-01T12:18:48
TRD000933,KRAKEN,XRP,TRADER0228,3701.66,2026-08-01T08:34:22
TRD000934,BINANCE,ETH,TRADER0267,264676.69,2026-08-01T13:58:07
TRD000935,KRAKEN,XRP,TRADER0272,278102.52,2026-08-01T13:09:47
TRD000936,COINBASE,SOL,TRADER0088,190712.78,2026-08-01T10:37:21
TRD000937,BINANCE,ETH,TRADER0181,1457.69,2026-08-01T12:52:21
TRD000938,KRAKEN,ETH,TRADER0090,4204.69,2026-08-01T09:28:03
TRD000939,COINBASE,BTC,TRADER0022,329810.07,2026-08-01T10:22:13
TRD000940,KRAKEN,ETH,TRADER0106,113875.64,2026-08-01T11:07:47
TRD000941,COINBASE,SOL,TRADER0230,165039.04,2026-08-01T09:06:20
TRD000942,BINANCE,XRP,TRADER0256,479115.62,2026-08-01T09:25:13
TRD000943,BINANCE,DOGE,TRADER0260,382180.54,2026-08-01T10:38:17
TRD000944,OKX,ETH,TRADER0290,468916.84,2026-08-01T09:01:20
TRD000945,BYBIT,BTC,TRADER0072,3406.14,2026-08-01T11:39:20
TRD000946,OKX,ETH,TRADER0229,1819.1,2026-08-01T13:18:37
TRD000947,OKX,ETH,TRADER0143,133435.82,2026-08-01T08:47:43
TRD000948,OKX,XRP,TRADER0100,2477.8,2026-08-01T11:17:11
TRD000949,BYBIT,ETH,TRADER0219,249132.46,2026-08-01T11:08:22
TRD000950,KRAKEN,SOL,TRADER0229,135039.45,2026-08-01T11:46:58
TRD000951,BYBIT,SOL,TRADER0084,488144.27,2026-08-01T11:46:12
TRD000952,COINBASE,DOGE,TRADER0045,221292.46,2026-08-01T08:36:06
TRD000953,OKX,XRP,TRADER0046,355522.4,2026-08-01T11:46:22
TRD000954,COINBASE,DOGE,TRADER0237,3565.72,2026-08-01T09:48:49
TRD000955,COINBASE,XRP,TRADER0149,116893.17,2026-08-01T13:19:36
TRD000956,KRAKEN,XRP,TRADER0287,3712.29,2026-08-01T09:24:07
TRD000957,KRAKEN,SOL,TRADER0242,366365.38,2026-08-01T11:47:49
TRD000958,COINBASE,XRP,TRADER0126,405887.34,2026-08-01T08:36:26
TRD000959,OKX,SOL,TRADER0298,,2026-08-01T13:42:58
TRD000960,BYBIT,BTC,TRADER0192,330105.47,2026-08-01T09:28:56
TRD000961,OKX,BTC,TRADER0075,1632.42,2026-08-01T11:15:10
TRD000962,COINBASE,BTC,TRADER0140,354498.85,2026-08-01T08:26:36
TRD000963,KRAKEN,SOL,TRADER0272,3212.79,2026-08-01T13:42:59
TRD000964,COINBASE,BTC,TRADER0086,448977.25,2026-08-01T10:28:15
TRD000965,KRAKEN,BTC,TRADER0274,2921.23,2026-08-01T09:14:47
TRD000966,OKX,SOL,TRADER0191,3905.1,2026-08-01T08:55:56
TRD000967,COINBASE,ETH,TRADER0258,1144.51,2026-08-01T11:47:55
TRD000968,BYBIT,BTC,TRADER0060,469363.9,2026-08-01T11:10:10
TRD000969,KRAKEN,SOL,TRADER0072,455890.55,2026-08-01T09:34:02
TRD000970,KRAKEN,BTC,TRADER0061,1150.67,2026-08-01T10:03:44
TRD000971,KRAKEN,ETH,TRADER0108,694.58,2026-08-01T08:42:27
TRD000972,BINANCE,XRP,TRADER0221,260.46,2026-08-01T12:16:10
TRD000973,BINANCE,SOL,TRADER0023,377.92,2026-08-01T09:07:36
TRD000974,OKX,ETH,TRADER0103,964.67,2026-08-01T09:19:29
TRD000975,KRAKEN,DOGE,TRADER0179,1793.41,2026-08-01T12:35:44
TRD000976,OKX,BTC,TRADER0051,4106.95,2026-08-01T09:44:36
TRD000977,KRAKEN,ETH,TRADER0276,71.43,2026-08-01T12:35:21
TRD000978,BYBIT,SOL,TRADER0095,2226.35,2026-08-01T11:13:46
TRD000979,BYBIT,XRP,TRADER0110,263031.19,2026-08-01T09:07:30
TRD000980,BYBIT,BTC,TRADER0267,404909.47,2026-08-01T13:04:16
TRD000981,BINANCE,BTC,TRADER0168,253912.45,2026-08-01T13:27:53
TRD000982,KRAKEN,XRP,TRADER0116,216235.73,2026-08-01T09:43:06
TRD000983,BINANCE,XRP,TRADER0189,499489.33,2026-08-01T08:57:26
TRD000984,BYBIT,XRP,TRADER0268,3309.81,2026-08-01T11:35:37
TRD000985,BYBIT,DOGE,TRADER0053,3720.09,2026-08-01T08:35:20
TRD000986,KRAKEN,ETH,TRADER0174,437611.8,2026-08-01T09:07:02
TRD000987,COINBASE,XRP,TRADER0256,385397.52,2026-08-01T13:51:37
TRD000988,BYBIT,SOL,TRADER0244,480055.53,2026-08-01T12:39:18
TRD000989,KRAKEN,ETH,TRADER0233,200275.94,2026-08-01T10:06:03
TRD000990,COINBASE,BTC,TRADER0051,432124.99,2026-08-01T08:14:36
TRD000991,COINBASE,XRP,TRADER0168,806.05,2026-08-01T08:41:47
TRD000992,OKX,XRP,TRADER0239,364837.29,2026-08-01T12:35:41
TRD000993,KRAKEN,DOGE,TRADER0176,4056.93,2026-08-01T08:17:15
TRD000994,BYBIT,BTC,TRADER0197,441149.72,2026-08-01T12:11:02
TRD000995,BINANCE,BTC,TRADER0091,444144.28,2026-08-01T09:29:38
TRD000996,BYBIT,XRP,TRADER0069,1596.68,2026-08-01T13:10:40
TRD000997,BYBIT,DOGE,TRADER0277,2882.44,2026-08-01T12:36:43
TRD000998,BINANCE,XRP,TRADER0135,488348.3,2026-08-01T10:35:20
TRD000999,KRAKEN,BTC,TRADER0015,151279.23,2026-08-01T11:10:31
TRD001000,OKX,BTC,TRADER0175,271259.28,2026-08-01T11:44:58
TRD001001,KRAKEN,BTC,TRADER0126,1275.69,2026-08-01T08:35:46
TRD001002,KRAKEN,BTC,TRADER0173,890.41,2026-08-01T12:11:43
TRD001003,BYBIT,DOGE,TRADER0264,206647.55,2026-08-01T13:21:07
TRD001004,BINANCE,SOL,TRADER0194,2873.25,2026-08-01T12:26:42
TRD001005,BINANCE,ETH,TRADER0173,424582.87,2026-08-01T09:31:00
TRD001006,OKX,SOL,TRADER0187,4848.67,2026-08-01T12:52:38
TRD001007,COINBASE,SOL,TRADER0136,498491.08,2026-08-01T10:03:21
TRD001008,OKX,BTC,TRADER0297,518.93,2026-08-01T13:09:20
TRD001009,OKX,XRP,TRADER0219,418260.7,2026-08-01T12:35:36
TRD001010,KRAKEN,XRP,TRADER0277,265725.7,2026-08-01T13:41:18
TRD001011,OKX,XRP,TRADER0281,943.97,2026-08-01T13:15:02
TRD001012,BYBIT,ETH,TRADER0240,355170.54,2026-08-01T13:09:10
TRD001013,BINANCE,DOGE,TRADER0103,1853.16,2026-08-01T10:43:59
TRD001014,BYBIT,XRP,TRADER0164,4307.92,2026-08-01T11:45:14
TRD001015,KRAKEN,SOL,TRADER0083,340492.91,2026-08-01T10:10:14
TRD001016,BINANCE,ETH,TRADER0099,418817.9,2026-08-01T12:13:29
TRD001017,BYBIT,DOGE,TRADER0224,2138.99,2026-08-01T09:27:01
TRD001018,KRAKEN,ETH,TRADER0015,1329.06,2026-08-01T13:51:52
TRD001019,BINANCE,XRP,TRADER0011,458602.19,2026-08-01T13:28:33
TRD001020,KRAKEN,BTC,TRADER0209,4489.03,2026-08-01T11:36:45
TRD001021,COINBASE,ETH,TRADER0058,2876.32,2026-08-01T12:45:03
TRD001022,OKX,DOGE,TRADER0129,2507.43,2026-08-01T10:51:09
TRD001023,KRAKEN,DOGE,TRADER0200,397583.59,2026-08-01T09:59:03
TRD001024,COINBASE,BTC,TRADER0090,209818.93,2026-08-01T10:18:53
